Company/Brand,Sector,HeadQuarter,Year,Investor,Amount
Em Personal Care,Cosmetics,Worli,2018,Undisclosed,0.0
Lucideus,Consulting,New Delhi,2018,Undisclosed,5000000.0
Eupheus Learning,EdTech,New Delhi,2018,Undisclosed,0.0
GamingMonk,Sports,New Delhi,2018,Undisclosed,480000.0
Sukkhi Jewellery,Fashion,Mumbai,2018,Undisclosed,6120000.0
INDwealth,Finance,Gurugram,2018,Undisclosed,26400000.0
Medikabazaar,B2B,Mumbai,2018,Undisclosed,5000000.0
NIRA,Finance,Bangalore,2018,Undisclosed,1000000.0
Duroflex Pvt. Ltd.,Consumer Goods,Alleppey,2018,Undisclosed,22000000.0
Clensta,Biotechnology,New Delhi,2018,Undisclosed,0.0
Jetbrain Robotics,Health,Gurugram,2018,Undisclosed,70000.0
Medimetry,Health,Haryana,2018,Undisclosed,0.0
Healthkart,E-Commerce,Gurugram,2018,Undisclosed,10000000.0
Indiabulls Ventures,Finance,Mumbai,2018,Undisclosed,184704000.0
Vistara,Aerospace,Haryana,2018,Undisclosed,240000000.0
ClearTax,Finance,New Delhi,2018,Undisclosed,48000000.0
Shuttl,Apps,Gurugram,2018,Undisclosed,1000000.0
GuruQ,Apps,New Delhi,2018,Undisclosed,300000.0
Azure Power,Energy,New Delhi,2018,Undisclosed,185000000.0
Cube,Finance,Mumbai,2018,Undisclosed,1680000.0
RAHI Care,Health,Chandigarh,2018,Undisclosed,0.0
Mynvax,Biotechnology,Bangalore,2018,Undisclosed,0.0
Loans4SME,Finance,Mumbai,2018,Undisclosed,0.0
UpCyclersLab,Apps,Mumbai,2018,Undisclosed,0.0
Cellerite Systems,Automobile,Hyderabad,2018,Undisclosed,0.0
Taru Naturals,Agriculture,Mumbai,2018,Undisclosed,0.0
LetsMD,Fitness,New Delhi,2018,Undisclosed,1000000.0
Twenty Two Motors,Automobile,Haryana,2018,Undisclosed,65000000.0
Truebil,Automobile,Mumbai,2018,Undisclosed,2000000.0
FarmersFZ,Agriculture,Kochi,2018,Undisclosed,0.0
Worxogo,Information Technology,Bangalore,2018,Undisclosed,1980000.0
Vivish Technologies (myGate),Apps,Bangalore,2018,Undisclosed,7800000.0
Singularity Dynamics,Artificial Intelligence,Bangalore,2018,Undisclosed,0.0
Virtual MetalStreet(MetalStreet),B2B,Bangalore,2018,Undisclosed,700000.0
Veritas Finance,Finance,Guindy,2018,Undisclosed,30000000.0
Manjushree Technopack,Packaging Services,Bangalore,2018,Undisclosed,0.0
GoZefo,E-Commerce,Bangalore,2018,Undisclosed,2520000.0
Zomato,Delivery,Gurugram,2018,Undisclosed,210000000.0
Innov8 Coworking,Collaboration,New Delhi,2018,Undisclosed,4000000.0
RevFin,Finance,New Delhi,2018,Undisclosed,0.0
Lavelle Networks,Cloud Computing,Bangalore,2018,Undisclosed,240000.0
Blackbuck,Information Services,Bangalore,2018,Undisclosed,24355200.0
Cardekho,Automobile,Gurugram,2018,Undisclosed,75000000.0
ElasticRun,Delivery,Pune,2018,Undisclosed,7200000.0
Droom Technology Private Limited,Automobile,Gurugram,2018,Undisclosed,30000000.0
Vogo Rentals,Transportation,Kormangala,2018,Undisclosed,960000.0
InnerChef,Food,Gurugram,2018,Undisclosed,1760000.0
LivQuik,Finance,Mumbai,2018,Undisclosed,2700000.0
Disprz,EdTech,Chennai,2018,Undisclosed,400000.0
9stacks,Online Games,New Delhi,2018,Undisclosed,3360000.0
Origo,Food,Gurugram,2018,Undisclosed,9600000.0
YourOwnROOM,Online Portals,Bangalore,2018,Undisclosed,750000.0
Vahdam Teas,E-Commerce,New Delhi,2018,Undisclosed,2500000.0
Spoofin,Music,New Delhi,2018,Undisclosed,0.0
Strom Motors,Automobile,Mumbai,2018,Undisclosed,0.0
PharmEasy,Health,Mumbai,2018,Undisclosed,80000000.0
Licious,Delivery Service,Bangalore,2018,Undisclosed,25000000.0
Stanza Living,Hospitality,New Delhi,2018,Undisclosed,8760000.0
docturnal,Biotechnology,Hyderabad,2018,Undisclosed,0.0
Bounce (Metro Bikes),Automobile,Bangalore,2018,Undisclosed,3000000.0
Technology 9 Labs (T9L),Information Technology,New Delhi,2018,Undisclosed,0.0
Goals101,Finance,New Delhi,2018,Undisclosed,3500000.0
Satya MicroCapital,Finance,New Delhi,2018,Undisclosed,4800000.0
Ummeed Housing Finance Private Limited,Finance,Haryana,2018,Undisclosed,7200000.0
StockEdge,Analytics,Kolkata,2018,Undisclosed,1100000.0
Sequretek,Information Technology,Mumbai,2018,Undisclosed,3700000.0
Avenues Payments India Pvt. Ltd.,Information Technology,Mumbai,2018,Undisclosed,1300000.0
Qbera,Finance,Bangalore,2018,Undisclosed,1680000.0
Urban Ladder,E-Commerce,Bangalore,2018,Undisclosed,5600000.0
Planet11 eCommerce Solutions India (Avenue11),E-Commerce,Bangalore,2018,Undisclosed,3120000.0
DailyNinja,Apps,Bangalore,2018,Undisclosed,0.0
Iba Halal Care,Finance,Ahmedabad,2018,Undisclosed,1800000.0
Knocksense,News,Lucknow,2018,Undisclosed,0.0
Togedr,—,Gurugram,2018,Undisclosed,0.0
Parkwheels,Industrial,Haryana,2018,Undisclosed,144000.0
ShareChat,Information Technology,Bangalore,2018,Undisclosed,99230000.0
Cyclops Medtech,Health,Bangalore,2018,Undisclosed,1000000.0
Livspace,E-Commerce,Bangalore,2018,Undisclosed,70000000.0
NewsBytes,Apps,Gurugram,2018,Undisclosed,1000000.0
Leena AI,Artificial Intelligence,Gurugram,2018,Undisclosed,2000000.0
Max Healthcare,Health,New Delhi,2018,Undisclosed,0.0
GoBolt,Logistics,New Delhi,2018,Undisclosed,4800000.0
GoGaga,Dating,Bangalore City,2018,Undisclosed,40000.0
Mate Labs,Artificial Intelligence,Bangalore,2018,Undisclosed,550000.0
Furlenco,Finance,Bangalore,2018,Undisclosed,0.0
Ola,Apps,Kormangala,2018,Undisclosed,50000000.0
DocPrime,Health,Haryana,2018,Undisclosed,50000000.0
CLP India Pvt. Ltd.,Energy,Mumbai,2018,Undisclosed,365000000.0
Xplorabox,E-Commerce,Noida,2018,Undisclosed,0.0
Myra,Apps,Bangalore,2018,Undisclosed,105000.0
Vokal,Information Technology,Bangalore,2018,Undisclosed,1500000.0
Kissht,Finance,Mumbai,2018,Undisclosed,30000000.0
Upwards Fintech,Finance,Mumbai,2018,Undisclosed,5000000.0
Bon(Bonfleet Solutions),Finance,Pune,2018,Undisclosed,936000.0
Mamaearth,E-Commerce,Gurugram,2018,Undisclosed,4000000.0
BabyChakra,Child Care,Mumbai,2018,Undisclosed,0.0
Belstar Investment and Finance Private Limited,Finance,Chennai,2018,Undisclosed,28000000.0
Naaptol,E-Commerce,Mumbai,2018,Undisclosed,15000000.0
Moonshine Meadery,Food,Pune,2018,Undisclosed,0.0
Verzeo,EdTech,Bangalore,2018,Undisclosed,5000000.0
Haazri,Food,Mumbai,2018,Undisclosed,150000.0
Connect India,Delivery Service,New Delhi,2018,Undisclosed,0.0
Flyrobe,Fashion,Mumbai,2018,Undisclosed,3168000.0
Scholify,EdTech,Bangalore,2018,Undisclosed,0.0
Dream11,Sports,Mumbai,2018,Undisclosed,100000000.0
srJna,Education,Jaipur,2018,Undisclosed,0.0
Nykaa,Beauty,Mumbai,2018,Undisclosed,13560000.0
Chaayos,Food,New Delhi,2018,Undisclosed,9720000.0
Heelium,Fitness,Pune,2018,Undisclosed,0.0
LT Foods,Food,New Delhi,2018,Undisclosed,16800000.0
Multibashi,EdTech,Bangalore,2018,Undisclosed,120000.0
Cleardekho,Eyewear,Ghaziabad,2018,Undisclosed,0.0
Dailyhunt,Information Technology,Bangalore,2018,Undisclosed,6000000.0
SlicePay,Finance,Bangalore,2018,Undisclosed,14900000.0
Udaan,B2B,Bangalore,2018,Undisclosed,225000000.0
Happyeasygo Group,Tourism,Haryana,2018,Undisclosed,0.0
Mombay,Food,Mumbai,2018,Undisclosed,7500.0
Droni Tech,Information Technology,Mumbai,2018,Undisclosed,420000.0
Netmeds,Biotechnology,Chennai,2018,Undisclosed,35000000.0
Bombay Shaving,E-Commerce,Bangalore,2019,Sixth Sense Ventures,6300000.0
Ruangguru,EdTech,Mumbai,2019,General Atlantic,150000000.0
Eduisfun,EdTech,Mumbai,2019,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey",28000000.0
HomeLane,Interior design,Chennai,2019,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs",30000000.0
Nu Genes,Agriculture,Telangana,2019,Innovation in Food and Agriculture (IFA),6000000.0
FlytBase,Technology,Pune,2019,Undisclosed,0.0
Finly,SaaS,Bangalore,2019,"Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog.",0.0
Kratikal,Technology,Noida,2019,"Gilda VC, Art Venture, Rajeev Chitrabhanu.",1000000.0
Quantiphi,AI & Tech,Bangalore,2019,Multiples Alternate Asset Management,20000000.0
Lenskart,E-Commerce,New Delhi,2019,SoftBank,275000000.0
Cub McPaws,E-commerce & AR,Mumbai,2019,Venture Catalysts,0.0
Appnomic,SaaS,Bangalore,2019,Avataar Ventures,22000000.0
Kaleidofin,Finance,Chennai,2019,Oikocredit,5000000.0
JobSquare,HR tech,Ahmedabad,2019,Titan Capital,140500.0
Open Secret,Food,Bangalore,2019,Matrix Partners,0.0
LivFin,Finance,New Delhi,2019,German development finance institution DEG,5000000.0
BYJU'S,EdTech,Bangalore,2019,"South Africa’s Naspers Ventures, the CPP Investment Board",540000000.0
Zest Money,Finance,Bangalore,2019,Goldman Sachs.,15000000.0
Witblox,EdTech,Bangalore,2019,Mumbai Angels Network,182700.0
Azah Personal Care Pvt. Ltd.,Health,Gurugram,2019,"Kunal Bahl, Rohit Bansal.",0.0
SalaryFits,Finance,Bangalore,2019,Brazilian VC Fund Confrapar,5000000.0
Pristyn Care,Healthcare,Bangalore,2019,"Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.",12000000.0
Springboard,EdTech,Bangalore,2019,Reach Capital,11000000.0
DROR Labs Pvt. Ltd,Safety tech,New Delhi,2019,Inflection Point Ventures,0.0
Medlife,Pharmaceutical,Bangalore,2019,Wilson Global Opportunities Fund,15500000.0
Seekify,SaaS,New Delhi,2019,Sequoia Capita,1500000.0
Toffee Insurance,Insurance technology,Haryana,2019,IVM Intersurer,5500000.0
Fireflies .ai,AI,Bangalore,2019,Canaan Partners,5000000.0
HungerBox,Foodtech,Bangalore,2019,"Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",12000000.0
Bijak,Agriculture,Bangalore,2019,"Omnivore and Omidyar Network India, Sequoia Capital",2500000.0
Licious,Food,Bangalore,2019,Vertex Growth Fund,30000000.0
truMe,IoT,Bangalore,2019,Rajan Kaistha,140000.0
Pumpkart,E-marketplace,Chandigarh,2019,Dinesh Dua,0.0
Asteria Aerospace,Robotics & AI,Bangalore,2019,Reliance Industries,230000000.0
Rivigo,Logistics,Bangalore,2019,"SAIF Partners India VI Ltd, Spring Canter Investment Ltd",20000000.0
HappyEasyGo,Travel,Gurugram,2019,"Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners",49400000.0
Zetwerk,Manufacturing,Bangalore,2019,"Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital",32000000.0
Observe.AI,AI,Bangalore,2019,Scale Venture Partners,26000000.0
Freshokartz,E-marketplace,Jaipur,2019,ThinkLab,150000.0
Lil’ Goodness and sCool meal,Food & Nutrition,Bangalore,2019,"Sajan Pillai, Muthu Krishnan,",400000.0
Trell,Information Technology,Bangalore,2019,"Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",2000000.0
VMate,,Bangalore,2019,Alibaba,100000000.0
Bombay Shirt Company,E-Commerce,Mumbai,2019,Lightbox Ventures,8000000.0
Slintel,SaaS,Bangalore,2019,Stellaris Ventures,1500000.0
MyGameMate,Sports,Bangalore,2019,"Jindagi Live Angels,",100000.0
Afinoz,Finance,Noida,2019,Fintech innovation lab,0.0
Rein Games,Technology,Noida,2019,"Manipal Education and Medical Group (MEMG) family office, Titan Capital",50000000.0
Ecozen,Agriculture,Pune,2019,Innovation in Food & Agriculture Fund (IFA Fund),6000000.0
Box8,Foodtech,Mumbai,2019,Trifecta Capital,120000000.0
Awign Enterprises,,Bangalore,2019,"Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures.",4000000.0
Purplle,Cosmetics,Mumbai,2019,Goldman Sachs,30000000.0
Freightwalla,B2B,Mumbai,2019,"Amplo, FJ Labs, Rogue One Capital",4000000.0
TapChief,,Bangalore,2019,Blume Ventures.,1500000.0
eJOHRI,Finance,Mumbai,2019,Rajesh Ranavat,1000000.0
Ninjacart,B2B Supply Chain,Bangalore,2019,"Walmart, Flipkart",0.0
Binca Games,Games,Mumbai,2019,Sunil Gavaskar,0.0
KredX,,Bangalore,2019,Tiger Global Management,26000000.0
m.Paani,,Mumbai,2019,"AC Ventures, Henkel",5500000.0
Origo,Food,Gurugram,2019,"Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management",6800000.0
WishADish,Food & tech,New Delhi,2019,Undisclosed,6000000.0
Ecom Express,Logistics,Gurugram,2019,CDC Group,36000000.0
Stanza Living,Accomodation,New Delhi,2019,Alteria Capital,5700000.0
PiBeam,Automotive tech,Chennai,2019,GAIL (India) Ltd,50000000.0
Euler Motors,Automotive tech,New Delhi,2019,"Blume Ventures, Emergent Ventures",2000000.0
Moms Co,E-Commerce,New Delhi,2019,"Saama Capital, DSG Consumer Partners",5000000.0
Cubical Labs,IoT,Bangalore,2019,Rockstud Capital,0.0
Lawyered,Legal tech,New Delhi,2019,"Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal",100000.0
Cuemath,EdTech,Bangalore,2019,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India.",5500000.0
Licious,Food,Bangalore,2019,Vertex Ventures,25000000.0
Nivesh,Mutual Funds,Noida,2019,Windrose Capital,600000.0
Zebu,Cybersecurity,Bangalore,2019,Undisclosed,4000000.0
Smart Institute,EdTech,Surat,2019,HNI investors,1500000.0
CarDekho,Automobile,Jaipur,2019,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital",70000000.0
Shadowfax,Logistics,Bangalore,2019,"Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC",60000000.0
Credr,Automobile,Mumbai,2019,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",6000000.0
Sportido,Sports,Noida,2019,"Inflection Point Ventures, SucSEED Venture Partners.",0.0
Phable,Healthtech,Bangalore,2019,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters.",220000.0
Sarva,Fitness,Chennai,2019,"Venture fund, Fireside Ventures.",2800000.0
IndyFint,Virtual Banking,Bangalore,2019,Saravanan Adiseshan,2100000.0
Zolostays,Accomodation,Bangalore,2019,Trifecta Capital,7000000.0
Ola,Transportation,Bangalore,2019,"Kia Motors, Hyundai",311000000.0
Zoomcar,Transport & Rentals,Bangalore,2019,Zoomcar Inc,4800000.0
Kratikal,Technology,Uttar pradesh,2019,"Gilda VC, Art Venture, Rajeev Chitrabhanu",1000000.0
Froogal,Marketing & Customer loyalty,Hyderabad,2019,US-based angel investors,1000000.0
Infra.Market,Infratech,Mumbai,2019,"Tiger Global, Nexus Venture Partners, Accel Partners, Dhruv Agarwala",20000000.0
Oyo,Hospitality,Gurugram,2019,"MyPreferred Transformation, Avendus Finance, SoftBank",693000000.0
GoMechanic,Automobile & Technology,New Delhi,2019,Sequoia Capital,5000000.0
Spinny,Automobile,New Delhi,2019,"Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",50000000.0
Ess Kay Fincorp,Banking,Rajasthan,2019,"TPG, Norwest Venture Partners, Evolvence India",33000000.0
Aqgromalin,Agriculture,Chennai,2020,Angel investors,200000.0
Krayonnz,EdTech,Bangalore,2020,GSF Accelerator,100000.0
PadCare Labs,Hygiene management,Pune,2020,Venture Center,0.0
NCOME,Escrow,New Delhi,2020,"Venture Catalysts, PointOne Capital",400000.0
Gramophone,Agriculture,Indore,2020,"Siana Capital Management, Info Edge",340000.0
qZense,Agriculture,Bangalore,2020,"Venture Catalysts, 9Unicorns Accelerator Fund",600000.0
MyClassboard,EdTech,Hyderabad,2020,ICICI Bank.,600000.0
Metvy,Networking platform,Gurugram,2020,HostelFund,0.0
Rupeek,Finance,Bangalore,2020,"KB Investment, Bertelsmann India Investments",45000000.0
Gig India,Crowdsourcing,Pune,2020,"Shantanu Deshpande, Subramaniam Ramadorai",1000000.0
Slurrp Farm,Food & Bevarages,Gurugram,2020,Fireside Ventures,2000000.0
Medfin,Health,Bangalore,2020,"Axilor Ventures, S.D. Shibulal",0.0
MasterG,Fashion startup,New Delhi,2020,Acumen Fund's angel programme,0.0
Brila 91,Food & Bevarages,New Delhi,2020,"Sequoia Capital India, Sixth Sense Ventures",1200000.0
FoodyBuddy,Food,Belgaum,2020,Rebel Foods,600000.0
Zomato,Food Delivery,Gurugram,2020,"Kora, Tiger Global Management",660000000.0
OurEye.ai,Virtual auditing startup,Bangalore,2020,"100X VC, Amara Ventures",120000.0
Shiprocket,E-Commerce,New Delhi,2020,"Bertelsmann India Investments, InnoVen Capital",7500000.0
Pine Labs,Finance,Noida,2020,"Mastercard, Temasek Holdings",0.0
Moneyboxx Finance,Finance,New Delhi,2020,"BlackSoil, Caspian",1000000.0
EWar,Gaming,Bangalore,2020,"Jindal Steels, Jeet Banerjee",0.0
SucSEED Indovation,Finance,Hyderabad,2020,Undisclosed,5000000.0
TaxBuddy.com,Finance,Mumbai,2020,Zenith Global,1000000.0
Awign Enterprises,Work fulfillment,Bangalore,2020,"Unitus Ventures, Work10M",500000.0
Circle of Angels,Finance,Gurugram,2020,Undisclosed,3000000.0
CoinDCX,Finance,Mumbai,2020,"Coinbase Ventures, Polychain",10000000.0
Glance,Artificial Intelligence,Bangalore,2020,Mithril Capital Management.,145000000.0
VerSe Innovation,Telecommunication,Bangalore,2020,Google,100000000.0
Voosh,Food,Bangalore,2020,Better Capital,0.0
Delhivery,E-Commerce,Gurugram,2020,"Steadview Capital, Canada Pension Plan Investment Board",1680000.0
Arya,Agriculture,Noida,2020,Quona Capital,21000000.0
Pickrr,Logistics,New Delhi,2020,Swastika,4000000.0
PhonePe,Finance,Andheri,2020,"Flipkart, Walmart",20000000.0
Countingwell,EdTech,Bangalore,2020,"Delhi Private School, UAE, Interstar",1000000.0
Callify.ai,Information Technology,Mumbai,2020,Malpani Ventures,560000.0
Hudle,Sports,New Delhi,2020,Survam Partners,0.0
Cover it Up,E-Commerce,Chennai,2020,Angel investors,400000.0
BiteSpeed,E-Commerce,Gurugram,2020,Whiteboard Capital,275000.0
WakeFit,Retail,Bangalore,2020,Sequoia Capital.,20000000.0
Sreyas Holistic Remedies,Health,Hyderabad,2020,Blacksoil,1000000.0
Fleeca India,Tyre management,Jaipur,2020,Bridgestone India,0.0
M1xchange,Finance,Gurugram,2020,"BEENEXT, Mayfield Fund",4500000.0
Exotel,Cloud company,Bangalore,2020,"A91 Partners, Artha India Ventures",5000000.0
PagarBook,Software company,Bangalore,2020,"Sequoia Capital, India Quotient",15000000.0
PointOne Capital,Finance,Bangalore,2020,Undisclosed,1680000.0
Ayana,Renewable player,Bangalore,2020,"NIIF Ltd, CDC Group",390000000.0
Fisdom,Finance,Bangalore,2020,"PayU Finance India, Quona Capital",7000000.0
Tinker Coders,EdTech,Noida,2020,STEMROBO Technologies,0.0
Infinite Uptime,IoT startup,Pune,2020,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",5100000.0
HappyLocate,SaaS,Bangalore,2020,The CoWrks Foundry,500000.0
PhonePe,Finance,New Delhi,2020,Flipkart,700000000.0
Loop Health,Health,Pune,2020,"Y Combinator, Sierra Ventures",2300000.0
NeoDocs,Health,Mumbai,2020,9Unicorns Accelerator Fund,0.0
The ePlane,Aero company,Chennai,2020,Speciale Invest,0.0
TagMango,Marketing company,Mumbai,2020,"XRM Media, Kevin Lin",700000.0
The New Shop,Retail startup,New Delhi,2020,Huddle Accelerator,500000.0
MobiKwik,Finance,Gurugram,2020,"Hindustan Media Venture, Nicolas Jarrosson",7000000.0
DebugsBunny,EdTech,Pune,2020,India Angel Fund,100000.0
BHIVE Investech,Co-working Startup,Bangalore,2020,Blume Ventures,1000000.0
Rivigo,Logistics,Gurugram,2020,"Elevation Capital, Trifecta Capital Advisors",19000000.0
ZipLoan,Finance company,New Delhi,2020,"Stride Ventures, Matrix Partners India",3000000.0
Swipez,Finance,Pune,2020,"9Unicorns, Anicut",0.0
Humus,Agriculture,Bangalore,2020,"Venture Catalysts, 9Unicorns, We Founders Circle.",0.0
Artivatic.ai,Tech company,Bangalore,2020,"SenseAI Ventures, Saurabh Chugh",0.0
Prescinto,Solar Monitoring Company,Ahmedabad,2020,"Startup incubator, Accelerator Venture Catalysts",0.0
Toppeq,SaaS,Mumbai,2020,Undisclosed,0.0
Bolo Indya,Video sharing platform,Gurugram,2020,"India Accelerator, Sunil Kamath",400000.0
Bombay Play,Gaming startup,Bangalore,2020,"Ramakant Sharma, Leo Capital India",1000000.0
FreshToHome,E-Commerce,Bangalore,2020,Investment Corporation of Dubai (ICD),0.0
KIKO TV,Video streaming platform,Mumbai,2020,"9Point8 Capital, Sunil Kumar Singhvi",0.0
Atomberg Technologies,Consumer appliances,Mumbai,2020,"Sandeep Tandon, Survam Partners",9000000.0
DealShare,E-Commerce,Jaipur,2020,"Falcon Edge Capital, Omidyar Network",21000000.0
Smallcase,Finance,Bangalore,2020,"WEH Ventures, BEENEXT",0.0
CueMath,EdTech,Bangalore,2020,"Sequoia Capital India, CapitalG",40000000.0
Gamerji,Gaming startup,Ahmedabad,2020,La Gajjar Group.,0.0
5C Network,Health,Bangalore,2020,"Axilor Ventures, Unitus Ventures",1200000.0
Ethereum Push Notification Service,Cryptocurrency,Mumbai,2020,Prolific angel investors,750000.0
Mihup,Conversational AI platform,Kolkata,2020,"Ideaspring Capital, Accel",1500000.0
RuralBasket,E-Commerce,Tirunelveli,2020,Nativelead Foundation,500000.0
WayCool Foods,Agriculture,Chennai,2020,"FMO, IndusInd Bank",7800000.0
Infra.Market,Real Estate,Thane,2020,"Trifecta Capital Advisors, Nexus Venture Partners",20000000.0
Info Edge Venture,Finance,Noida,2020,Lightbox,50000000.0
Clovia,E-Commerce,Noida,2020,"Golden Birch Investments, She Capital",4000000.0
Codingal,EdTech,Bangalore,2020,"Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",560000.0
CRED,Finance company,Bangalore,2020,"General Catalyst, Ribbit Capital",80000000.0
Vistaar Finance,Finance company,Bangalore,2020,FMO,30000000.0
Let's Dive,SaaS platform,Bangalore,2020,Surge,1700000.0
Habitat,EdTech,Bangalore,2020,"Unitus Ventures, Whiteboard Capital",600000.0
SAWO Labs,SaaS platform,Mumbai,2020,"StartupXseed Ventures, 100X.VC",600000.0
Signzy,AI platform,Bangalore,2020,"Stellaris Venture Partners, Mastercard",3000000.0
KopyKitab,EdTech,Bangalore,2020,"Paula Mariwala, Siddharth Anand",0.0
Kyt,EdTech,Singapore,2020,Sequoia Capital India’s Surge,2500000.0
